Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Unit Price
657,CA-2022-137239,22-08-2022,28-08-2022,Standard Class,CR-12730,Consumer,43229,OFF-EN-10002230,134.29,2,0.2,45.32,67.14
658,US-2022-156097,19-09-2022,19-09-2022,Same Day,EH-14125,Home Office,60505,FUR-CH-10001215,701.37,2,0.3,-50.1,350.69
659,US-2022-156097,19-09-2022,19-09-2022,Same Day,EH-14125,Home Office,60505,OFF-BI-10004654,2.31,2,0.8,-3.46,1.15
660,CA-2021-146563,24-08-2021,28-08-2021,Standard Class,CB-12025,Consumer,76017,OFF-ST-10001490,999.43,7,0.2,124.93,142.78
661,CA-2021-146563,24-08-2021,28-08-2021,Standard Class,CB-12025,Consumer,76017,OFF-ST-10001511,724.08,14,0.2,-135.77,51.72
662,CA-2021-146563,24-08-2021,28-08-2021,Standard Class,CB-12025,Consumer,76017,FUR-TA-10001768,918.79,5,0.3,-118.13,183.76
663,CA-2021-146563,24-08-2021,28-08-2021,Standard Class,CB-12025,Consumer,76017,OFF-BI-10003981,2.72,3,0.8,-4.22,0.91
664,CA-2022-123666,26-03-2022,30-03-2022,Standard Class,SP-20545,Corporate,10011,OFF-ST-10001522,459.95,5,0,18.4,91.99
665,CA-2022-143308,04-11-2022,04-11-2022,Same Day,RC-19825,Consumer,40214,OFF-FA-10000621,10.74,3,0,5.26,3.58
666,CA-2023-132682,08-06-2023,10-06-2023,Second Class,TH-21235,Corporate,75081,OFF-SU-10004231,23.76,3,0.2,2.08,7.92
667,CA-2023-132682,08-06-2023,10-06-2023,Second Class,TH-21235,Corporate,75081,OFF-PA-10000474,85.06,3,0.2,28.71,28.35
668,CA-2023-132682,08-06-2023,10-06-2023,Second Class,TH-21235,Corporate,75081,TEC-PH-10004042,381.58,3,0.2,28.62,127.19
669,CA-2020-156314,24-12-2020,26-12-2020,First Class,RP-19390,Consumer,44105,FUR-FU-10003096,30.36,5,0.2,8.73,6.07
670,US-2023-106663,09-06-2023,13-06-2023,Standard Class,MO-17800,Home Office,60653,FUR-FU-10002759,23.98,3,0.6,-14.39,7.99
671,US-2023-106663,09-06-2023,13-06-2023,Standard Class,MO-17800,Home Office,60653,FUR-TA-10000688,108.93,1,0.5,-71.89,108.93
672,US-2023-106663,09-06-2023,13-06-2023,Standard Class,MO-17800,Home Office,60653,OFF-PA-10002377,36.35,8,0.2,11.36,4.54
673,CA-2023-111178,15-06-2023,22-06-2023,Standard Class,TD-20995,Consumer,62301,OFF-AR-10001954,19.56,5,0.2,1.71,3.91
674,CA-2023-130351,05-12-2023,08-12-2023,First Class,RB-19570,Consumer,47201,OFF-AP-10004532,61.44,3,0,16.59,20.48
675,CA-2023-130351,05-12-2023,08-12-2023,First Class,RB-19570,Consumer,47201,OFF-PA-10002137,38.9,5,0,17.51,7.78
676,CA-2023-130351,05-12-2023,08-12-2023,First Class,RB-19570,Consumer,47201,TEC-AC-10003832,99.39,3,0,40.75,33.13
677,US-2023-119438,18-03-2023,23-03-2023,Standard Class,CD-11980,Consumer,75701,OFF-AP-10000804,2.69,3,0.8,-7.39,0.9
678,US-2023-119438,18-03-2023,23-03-2023,Standard Class,CD-11980,Consumer,75701,TEC-AC-10003614,27.82,3,0.2,4.52,9.27
679,US-2023-119438,18-03-2023,23-03-2023,Standard Class,CD-11980,Consumer,75701,FUR-FU-10003553,82.52,3,0.6,-41.26,27.51
680,US-2023-119438,18-03-2023,23-03-2023,Standard Class,CD-11980,Consumer,75701,OFF-BI-10004632,182.99,3,0.8,-320.24,61
681,CA-2022-164511,19-11-2022,24-11-2022,Standard Class,DJ-13630,Consumer,10024,OFF-BI-10003305,14.35,3,0.2,4.66,4.78
682,CA-2022-164511,19-11-2022,24-11-2022,Standard Class,DJ-13630,Consumer,10024,OFF-ST-10002583,64.96,2,0,2.6,32.48
683,CA-2022-164511,19-11-2022,24-11-2022,Standard Class,DJ-13630,Consumer,10024,OFF-ST-10004507,68.6,4,0,18.52,17.15
684,US-2023-168116,04-11-2023,04-11-2023,Same Day,GT-14635,Corporate,27217,TEC-MA-10004125,7999.98,4,0.5,-3839.99,2000
685,US-2023-168116,04-11-2023,04-11-2023,Same Day,GT-14635,Corporate,27217,OFF-AP-10002457,167.44,2,0.2,14.65,83.72
686,CA-2020-157784,05-07-2020,08-07-2020,First Class,MC-17845,Consumer,39212,TEC-AC-10003911,479.97,3,0,163.19,159.99
687,CA-2020-157784,05-07-2020,08-07-2020,First Class,MC-17845,Consumer,39212,OFF-LA-10001934,14.62,2,0,6.87,7.31
688,CA-2020-157784,05-07-2020,08-07-2020,First Class,MC-17845,Consumer,39212,OFF-PA-10000304,19.44,3,0,9.33,6.48
689,CA-2023-161480,25-12-2023,29-12-2023,Standard Class,RA-19285,Consumer,10035,FUR-BO-10004015,191.98,2,0.2,4.8,95.99
690,US-2020-117135,21-06-2020,23-06-2020,Second Class,NP-18325,Consumer,22980,FUR-FU-10004071,104.01,1,0,14.56,104.01
691,US-2020-117135,21-06-2020,23-06-2020,Second Class,NP-18325,Consumer,22980,TEC-PH-10002033,284.82,1,0,74.05,284.82
692,US-2020-117135,21-06-2020,23-06-2020,Second Class,NP-18325,Consumer,22980,OFF-ST-10002444,36.84,3,0,10.32,12.28
693,CA-2021-131534,28-03-2021,02-04-2021,Standard Class,AB-10165,Consumer,90036,TEC-AC-10002253,166.24,1,0,24.94,166.24
694,CA-2021-131534,28-03-2021,02-04-2021,Standard Class,AB-10165,Consumer,90036,OFF-PA-10000743,33.4,5,0,16.03,6.68
695,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-AR-10003373,198.27,8,0.2,17.35,24.78
696,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-LA-10002312,47.36,4,0.2,17.76,11.84
697,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-EN-10000927,200.98,7,0.2,62.81,28.71
698,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-LA-10003510,97.7,4,0.2,31.75,24.42
699,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-AR-10001118,2.7,1,0.2,0.81,2.7
700,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-BI-10001575,18.59,2,0.7,-13.63,9.29
701,CA-2021-119291,14-05-2021,17-05-2021,First Class,JO-15550,Home Office,19013,OFF-BI-10001982,4.9,3,0.7,-3.43,1.63
702,CA-2023-114552,02-09-2023,08-09-2023,Standard Class,Dl-13600,Corporate,44105,FUR-FU-10002960,15.07,3,0.2,4.14,5.02
703,CA-2022-163755,04-11-2022,08-11-2022,Second Class,AS-10285,Corporate,98103,FUR-FU-10003394,209.88,3,0,35.68,69.96
704,CA-2021-142027,09-04-2021,14-04-2021,Standard Class,JK-15370,Consumer,90805,FUR-TA-10002774,369.91,3,0.2,-13.87,123.3
705,CA-2020-138527,12-09-2020,17-09-2020,Standard Class,BN-11470,Corporate,27511,OFF-PA-10001800,10.37,2,0.2,3.63,5.18
706,CA-2020-138527,12-09-2020,17-09-2020,Standard Class,BN-11470,Corporate,27511,OFF-AP-10001469,166.84,5,0.2,18.77,33.37
707,CA-2020-138527,12-09-2020,17-09-2020,Standard Class,BN-11470,Corporate,27511,TEC-AC-10002399,15.22,1,0.2,2.28,15.22
708,CA-2020-112158,02-12-2020,04-12-2020,First Class,DP-13165,Consumer,10035,TEC-AC-10003628,119.96,4,0,52.78,29.99
709,CA-2020-112158,02-12-2020,04-12-2020,First Class,DP-13165,Consumer,10035,FUR-BO-10003272,883.92,5,0.2,-110.49,176.78
710,CA-2020-112158,02-12-2020,04-12-2020,First Class,DP-13165,Consumer,10035,OFF-BI-10000050,46.72,8,0.2,15.77,5.84
711,CA-2020-113887,05-04-2020,07-04-2020,First Class,TH-21550,Home Office,10035,OFF-PA-10004071,55.48,1,0,26.63,55.48
712,CA-2023-146136,03-09-2023,07-09-2023,Standard Class,AP-10915,Consumer,32137,OFF-EN-10001219,24.45,4,0.2,8.86,6.11
713,US-2023-100048,19-05-2023,24-05-2023,Standard Class,RS-19765,Corporate,10550,OFF-AP-10001154,281.34,6,0,109.72,46.89
714,US-2023-100048,19-05-2023,24-05-2023,Standard Class,RS-19765,Corporate,10550,TEC-PH-10003012,307.98,2,0,89.31,153.99
715,US-2023-100048,19-05-2023,24-05-2023,Standard Class,RS-19765,Corporate,10550,TEC-AC-10001606,299.97,3,0,113.99,99.99
716,CA-2020-153150,01-07-2020,06-07-2020,Second Class,Dl-13600,Corporate,98105,OFF-BI-10003355,19.92,5,0.2,6.97,3.98
717,CA-2020-130092,11-01-2020,14-01-2020,First Class,SV-20365,Consumer,19901,FUR-FU-10000010,9.94,2,0,3.08,4.97
718,CA-2023-108910,24-09-2023,29-09-2023,Standard Class,KC-16540,Consumer,43055,FUR-FU-10002253,103.06,3,0.2,24.48,34.35
719,CA-2020-104472,02-06-2020,07-06-2020,Standard Class,CK-12325,Home Office,84057,OFF-BI-10001658,59.81,3,0.2,19.44,19.94
720,CA-2020-104472,02-06-2020,07-06-2020,Standard Class,CK-12325,Home Office,84057,FUR-FU-10000246,73.32,6,0,22,12.22
721,CA-2022-112942,13-02-2022,18-02-2022,Standard Class,RD-19810,Home Office,90045,OFF-PA-10004092,146.82,3,0,73.41,48.94
722,CA-2022-142335,15-12-2022,19-12-2022,Standard Class,MP-17965,Corporate,48205,FUR-TA-10000198,1652.94,3,0,231.41,550.98
723,CA-2022-142335,15-12-2022,19-12-2022,Standard Class,MP-17965,Corporate,48205,OFF-ST-10000036,296.37,3,0,80.02,98.79
724,CA-2020-117429,07-10-2020,13-10-2020,Standard Class,MR-17545,Home Office,19140,FUR-FU-10000222,129.92,5,0.2,21.11,25.98
725,CA-2022-114713,07-07-2022,12-07-2022,Standard Class,SC-20695,Corporate,33012,OFF-SU-10004664,45.58,7,0.2,5.13,6.51
726,CA-2023-144113,16-09-2023,20-09-2023,Standard Class,JF-15355,Consumer,78745,OFF-EN-10001141,17.57,2,0.2,6.37,8.78
727,CA-2023-144113,16-09-2023,20-09-2023,Standard Class,JF-15355,Consumer,78745,TEC-PH-10002170,55.99,1,0.2,5.6,55.99
728,US-2022-150861,03-12-2022,06-12-2022,First Class,EG-13900,Consumer,11572,OFF-PA-10001954,182.72,8,0,84.05,22.84
729,US-2022-150861,03-12-2022,06-12-2022,First Class,EG-13900,Consumer,11572,FUR-TA-10002228,400.03,2,0.4,-153.35,200.02
730,US-2022-150861,03-12-2022,06-12-2022,First Class,EG-13900,Consumer,11572,OFF-ST-10004634,33.63,3,0,10.09,11.21
731,US-2022-150861,03-12-2022,06-12-2022,First Class,EG-13900,Consumer,11572,FUR-CH-10002965,542.65,3,0.1,102.5,180.88
732,US-2022-150861,03-12-2022,06-12-2022,First Class,EG-13900,Consumer,11572,OFF-LA-10001317,6.3,2,0,3.02,3.15
733,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,OFF-ST-10000736,242.94,3,0,9.72,80.98
734,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,TEC-AC-10003610,179.97,3,0,86.39,59.99
735,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,OFF-BI-10003982,99.7,6,0.2,33.65,16.62
736,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,OFF-BI-10003291,27.94,4,0.2,9.43,6.98
737,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,FUR-BO-10001619,84.98,1,0,18.7,84.98
738,CA-2023-131954,21-01-2023,25-01-2023,Standard Class,DS-13030,Home Office,98115,OFF-BI-10000138,18.72,5,0.2,6.55,3.74
739,CA-2020-132500,08-09-2020,12-09-2020,Standard Class,GZ-14470,Consumer,94110,TEC-AC-10001383,49.98,2,0,8.5,24.99
740,CA-2020-112326,04-01-2020,08-01-2020,Standard Class,PO-19195,Home Office,60540,OFF-LA-10003223,11.78,3,0.2,4.27,3.93
741,CA-2020-112326,04-01-2020,08-01-2020,Standard Class,PO-19195,Home Office,60540,OFF-ST-10002743,272.74,3,0.2,-64.77,90.91
742,CA-2020-112326,04-01-2020,08-01-2020,Standard Class,PO-19195,Home Office,60540,OFF-BI-10004094,3.54,2,0.8,-5.49,1.77
743,US-2022-146710,27-08-2022,01-09-2022,Standard Class,SS-20875,Consumer,75220,OFF-SU-10004498,51.52,5,0.2,-10.95,10.3
744,US-2022-146710,27-08-2022,01-09-2022,Standard Class,SS-20875,Consumer,75220,OFF-PA-10002615,3.53,1,0.2,1.15,3.53
745,US-2022-146710,27-08-2022,01-09-2022,Standard Class,SS-20875,Consumer,75220,OFF-PA-10004971,4.62,1,0.2,1.68,4.62
746,US-2022-146710,27-08-2022,01-09-2022,Standard Class,SS-20875,Consumer,75220,OFF-SU-10004261,55.17,4,0.2,6.21,13.79
747,CA-2020-124429,27-05-2020,27-05-2020,Same Day,MH-17785,Corporate,92105,FUR-TA-10002607,567.12,10,0.2,-28.36,56.71
748,CA-2020-124429,27-05-2020,27-05-2020,Same Day,MH-17785,Corporate,92105,OFF-ST-10001809,359.32,4,0,7.19,89.83
749,CA-2022-150889,20-03-2022,22-03-2022,Second Class,PB-19105,Consumer,60201,TEC-PH-10000004,11.99,1,0.2,0.9,11.99
750,CA-2023-126074,02-10-2023,06-10-2023,Standard Class,RF-19735,Consumer,48183,OFF-BI-10003638,58.05,3,0,26.7,19.35
751,CA-2023-126074,02-10-2023,06-10-2023,Standard Class,RF-19735,Consumer,48183,FUR-FU-10003577,157.74,11,0,56.79,14.34
752,CA-2023-126074,02-10-2023,06-10-2023,Standard Class,RF-19735,Consumer,48183,OFF-AR-10003478,56.98,7,0,22.79,8.14
753,CA-2023-126074,02-10-2023,06-10-2023,Standard Class,RF-19735,Consumer,48183,OFF-BI-10000546,2.88,1,0,1.41,2.88
754,CA-2022-110499,07-04-2022,09-04-2022,First Class,YC-21895,Corporate,94110,TEC-CO-10002095,1199.98,3,0.2,374.99,399.99
755,CA-2021-135272,07-12-2021,12-12-2021,Standard Class,MS-17830,Consumer,90036,FUR-FU-10002759,79.92,4,0,28.77,19.98
756,CA-2022-140928,18-09-2022,22-09-2022,Standard Class,NB-18655,Corporate,32216,FUR-TA-10001095,383.44,4,0.45,-167.32,95.86
757,CA-2020-106803,29-12-2020,02-01-2021,Standard Class,DC-13285,Consumer,55016,OFF-ST-10002444,24.56,2,0,6.88,12.28
758,CA-2020-106803,29-12-2020,02-01-2021,Standard Class,DC-13285,Consumer,55016,TEC-AC-10001267,119.8,4,0,47.92,29.95
759,CA-2023-117240,23-07-2023,28-07-2023,Standard Class,CP-12340,Corporate,10009,OFF-BI-10000848,13.13,3,0.2,4.27,4.38
760,CA-2023-133333,18-09-2023,22-09-2023,Standard Class,BF-11020,Corporate,54302,OFF-PA-10002377,22.72,4,0,10.22,5.68
761,CA-2021-112319,31-08-2021,05-09-2021,Standard Class,AR-10510,Consumer,90004,OFF-PA-10003441,58.32,9,0,27.99,6.48
762,CA-2023-126046,03-11-2023,07-11-2023,Standard Class,JC-16105,Corporate,30318,OFF-LA-10004484,12.39,3,0,5.7,4.13
763,CA-2021-114923,08-02-2021,13-02-2021,Standard Class,LH-17020,Consumer,43229,TEC-PH-10003931,107.98,3,0.4,-27,35.99
764,CA-2020-162775,13-01-2020,15-01-2020,Second Class,CS-12250,Corporate,71111,OFF-EN-10001990,11.36,2,0,5.34,5.68
765,CA-2020-162775,13-01-2020,15-01-2020,Second Class,CS-12250,Corporate,71111,OFF-EN-10001532,50.94,3,0,25.47,16.98
766,CA-2020-162775,13-01-2020,15-01-2020,Second Class,CS-12250,Corporate,71111,TEC-AC-10003174,646.74,6,0,258.7,107.79
767,CA-2020-162775,13-01-2020,15-01-2020,Second Class,CS-12250,Corporate,71111,OFF-BI-10004187,5.64,3,0,2.71,1.88
768,CA-2020-162775,13-01-2020,15-01-2020,Second Class,CS-12250,Corporate,71111,OFF-ST-10000025,572.58,6,0,34.35,95.43
769,CA-2020-106810,14-05-2020,20-05-2020,Standard Class,AJ-10795,Corporate,33710,FUR-FU-10004306,310.88,2,0.2,23.32,155.44
770,CA-2022-157245,19-05-2022,24-05-2022,Standard Class,LE-16810,Consumer,22204,FUR-CH-10003746,641.96,2,0,179.75,320.98
771,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,OFF-BI-10001036,18.28,2,0,9.14,9.14
772,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,TEC-PH-10004614,207,3,0,51.75,69
773,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,OFF-BI-10000301,32.35,5,0,16.18,6.47
774,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,OFF-BI-10003910,7.71,1,0,3.47,7.71
775,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,OFF-AR-10004648,40.3,2,0,10.88,20.15
776,CA-2023-104220,30-01-2023,05-02-2023,Standard Class,BV-11245,Corporate,50315,FUR-FU-10002597,34.58,7,0,14.52,4.94
777,CA-2020-165974,29-06-2020,06-07-2020,Standard Class,DL-12865,Consumer,45231,OFF-AR-10003405,32.76,7,0.2,3.69,4.68
778,CA-2021-144267,21-08-2021,23-08-2021,First Class,NZ-18565,Home Office,94110,FUR-CH-10002335,544.01,3,0.2,40.8,181.34
779,CA-2021-144267,21-08-2021,23-08-2021,First Class,NZ-18565,Home Office,94110,OFF-PA-10000157,59.94,3,0,28.17,19.98
780,CA-2021-144267,21-08-2021,23-08-2021,First Class,NZ-18565,Home Office,94110,OFF-PA-10001947,23.92,4,0,11.72,5.98
781,CA-2021-144267,21-08-2021,23-08-2021,First Class,NZ-18565,Home Office,94110,OFF-PA-10003657,4.28,1,0,1.93,4.28
782,US-2021-157014,03-10-2021,06-10-2021,Second Class,BM-11785,Consumer,43229,OFF-BI-10001098,32.07,5,0.7,-22.45,6.41
783,US-2021-157014,03-10-2021,06-10-2021,Second Class,BM-11785,Consumer,43229,TEC-AC-10002167,24,2,0.2,-2.7,12
784,US-2021-157014,03-10-2021,06-10-2021,Second Class,BM-11785,Consumer,43229,FUR-BO-10004409,35.49,1,0.5,-15.62,35.49
785,US-2021-157014,03-10-2021,06-10-2021,Second Class,BM-11785,Consumer,43229,TEC-AC-10000057,47.98,2,0.2,0.6,23.99
786,CA-2021-154921,23-05-2021,28-05-2021,Standard Class,EA-14035,Corporate,29203,OFF-EN-10000056,186.69,3,0,87.74,62.23
787,CA-2023-129567,17-03-2023,21-03-2023,Second Class,CL-12565,Consumer,93534,OFF-BI-10000014,17.46,2,0.2,5.89,8.73
788,CA-2021-154620,12-12-2021,16-12-2021,Standard Class,LT-17110,Consumer,93534,FUR-CH-10004675,348.93,2,0.2,34.89,174.46
789,CA-2021-115938,26-06-2021,30-06-2021,Standard Class,SA-20830,Consumer,23223,OFF-BI-10001543,143.96,4,0,69.1,35.99
790,CA-2021-115938,26-06-2021,30-06-2021,Standard Class,SA-20830,Consumer,23223,OFF-ST-10001321,15.42,1,0,4.16,15.42
791,CA-2021-115938,26-06-2021,30-06-2021,Standard Class,SA-20830,Consumer,23223,OFF-BI-10001132,43.04,8,0,21.09,5.38
792,CA-2021-115938,26-06-2021,30-06-2021,Standard Class,SA-20830,Consumer,23223,FUR-CH-10003199,332.94,3,0,79.91,110.98
793,CA-2022-105256,20-05-2022,20-05-2022,Same Day,JK-15730,Consumer,28806,TEC-PH-10001530,1363.96,5,0.2,85.25,272.79
794,CA-2020-156433,20-09-2020,26-09-2020,Standard Class,ES-14020,Consumer,94110,OFF-LA-10001569,9.96,2,0,4.58,4.98
795,CA-2020-156433,20-09-2020,26-09-2020,Standard Class,ES-14020,Consumer,94110,OFF-PA-10003724,21.72,4,0,10.64,5.43
796,CA-2023-151428,21-09-2023,26-09-2023,Standard Class,RH-19495,Consumer,55901,OFF-BI-10000546,20.16,7,0,9.88,2.88
797,CA-2021-124653,24-12-2021,26-12-2021,First Class,DB-13120,Corporate,14609,OFF-PA-10000176,132.79,7,0,63.74,18.97
798,CA-2021-124653,24-12-2021,26-12-2021,First Class,DB-13120,Corporate,14609,OFF-PA-10002365,12.96,2,0,6.22,6.48
799,CA-2021-124653,24-12-2021,26-12-2021,First Class,DB-13120,Corporate,14609,OFF-LA-10002271,21.56,7,0,10.35,3.08
800,CA-2021-101910,27-11-2021,03-12-2021,Standard Class,CD-11920,Consumer,92530,FUR-CH-10002647,283.92,5,0.2,17.75,56.78
801,CA-2023-105809,20-02-2023,23-02-2023,First Class,HW-14935,Corporate,92105,FUR-FU-10004090,22.23,1,0,7.34,22.23
802,CA-2023-105809,20-02-2023,23-02-2023,First Class,HW-14935,Corporate,92105,TEC-PH-10001580,215.97,2,0.2,18.9,107.98
803,CA-2022-136133,18-08-2022,23-08-2022,Second Class,HW-14935,Corporate,10024,OFF-AP-10000576,355.32,9,0,99.49,39.48
804,CA-2022-115504,12-03-2022,17-03-2022,Standard Class,MC-18130,Corporate,71203,OFF-PA-10003953,12.96,2,0,6.22,6.48
805,CA-2023-135783,22-04-2023,24-04-2023,First Class,GM-14440,Consumer,94122,FUR-FU-10000794,18.28,2,0,6.22,9.14
806,CA-2020-134313,01-11-2020,07-11-2020,Standard Class,RA-19915,Consumer,80219,OFF-AR-10001897,43.18,3,0.2,4.32,14.39
807,CA-2020-134313,01-11-2020,07-11-2020,Standard Class,RA-19915,Consumer,80219,TEC-PH-10001795,1983.97,4,0.2,248,495.99
808,CA-2021-140921,03-02-2021,05-02-2021,First Class,AA-10375,Consumer,68104,FUR-FU-10003347,28.4,2,0,11.08,14.2
809,CA-2021-140921,03-02-2021,05-02-2021,First Class,AA-10375,Consumer,68104,TEC-AC-10004901,149.97,3,0,50.99,49.99
810,CA-2020-151995,13-10-2020,15-10-2020,First Class,ZC-21910,Consumer,98026,OFF-AR-10003190,11.52,4,0,3.23,2.88
811,CA-2020-151995,13-10-2020,15-10-2020,First Class,ZC-21910,Consumer,98026,FUR-TA-10002903,1298.55,5,0,311.65,259.71
812,CA-2020-151995,13-10-2020,15-10-2020,First Class,ZC-21910,Consumer,98026,OFF-AP-10000240,213.92,4,0,62.04,53.48
813,CA-2020-151995,13-10-2020,15-10-2020,First Class,ZC-21910,Consumer,98026,TEC-AC-10001101,25.78,2,0,2.58,12.89
814,CA-2023-143686,14-05-2023,14-05-2023,Same Day,PJ-19015,Consumer,92704,FUR-FU-10000794,18.28,2,0,6.22,9.14
815,CA-2023-143686,14-05-2023,14-05-2023,Same Day,PJ-19015,Consumer,92704,TEC-AC-10001838,1399.93,7,0,601.97,199.99
816,CA-2021-106565,20-03-2021,23-03-2021,First Class,BW-11110,Corporate,53209,OFF-PA-10000061,51.84,8,0,24.88,6.48
817,CA-2022-149370,15-09-2022,19-09-2022,Standard Class,DB-13210,Consumer,19140,OFF-PA-10003651,5.34,1,0.2,1.87,5.34
818,CA-2020-140858,28-06-2020,02-07-2020,Standard Class,CA-12775,Consumer,19140,OFF-PA-10000304,41.47,8,0.2,14.52,5.18
819,CA-2020-140858,28-06-2020,02-07-2020,Standard Class,CA-12775,Consumer,19140,OFF-BI-10003094,3.17,3,0.7,-2.43,1.06
820,CA-2020-140858,28-06-2020,02-07-2020,Standard Class,CA-12775,Consumer,19140,FUR-CH-10001394,1228.47,5,0.3,0,245.69
821,CA-2020-140858,28-06-2020,02-07-2020,Standard Class,CA-12775,Consumer,19140,OFF-BI-10004230,31.09,3,0.7,-22.8,10.36
822,CA-2020-140858,28-06-2020,02-07-2020,Standard Class,CA-12775,Consumer,19140,OFF-PA-10003395,335.52,4,0.2,117.43,83.88
823,CA-2023-101434,20-06-2023,27-06-2023,Standard Class,TR-21325,Consumer,7109,TEC-AC-10002402,239.97,3,0,71.99,79.99
824,CA-2023-101434,20-06-2023,27-06-2023,Standard Class,TR-21325,Consumer,7109,OFF-LA-10003223,9.82,2,0,4.81,4.91
825,US-2020-102071,09-05-2020,15-05-2020,Standard Class,PG-18820,Consumer,94110,TEC-AC-10003441,67.8,4,0,4.07,16.95
826,US-2020-102071,09-05-2020,15-05-2020,Standard Class,PG-18820,Consumer,94110,TEC-AC-10000109,167.97,3,0,40.31,55.99
827,CA-2023-126956,21-08-2023,28-08-2023,Standard Class,GT-14710,Consumer,55044,OFF-FA-10002280,35,7,0,16.8,5
828,CA-2023-126956,21-08-2023,28-08-2023,Standard Class,GT-14710,Consumer,55044,OFF-SU-10000381,37.24,4,0,10.8,9.31
829,CA-2023-126956,21-08-2023,28-08-2023,Standard Class,GT-14710,Consumer,55044,OFF-EN-10004459,15.28,2,0,7.49,7.64
830,CA-2023-129462,16-06-2023,21-06-2023,Second Class,JE-15745,Consumer,41042,FUR-CH-10000665,301.96,2,0,90.59,150.98
831,CA-2023-129462,16-06-2023,21-06-2023,Second Class,JE-15745,Consumer,41042,OFF-AP-10003884,180.66,3,0,50.58,60.22
832,CA-2023-129462,16-06-2023,21-06-2023,Second Class,JE-15745,Consumer,41042,TEC-PH-10001557,191.98,2,0,51.83,95.99
833,CA-2023-129462,16-06-2023,21-06-2023,Second Class,JE-15745,Consumer,41042,TEC-PH-10002085,65.99,1,0,17.16,65.99
834,CA-2022-165316,23-07-2022,27-07-2022,Standard Class,JB-15400,Corporate,33614,OFF-AR-10002956,35.22,2,0.2,2.64,17.61
835,CA-2022-165316,23-07-2022,27-07-2022,Standard Class,JB-15400,Corporate,33614,OFF-AP-10003266,23.7,2,0.2,6.52,11.85
836,CA-2022-165316,23-07-2022,27-07-2022,Standard Class,JB-15400,Corporate,33614,TEC-MA-10004002,265.48,1,0.5,-111.5,265.48
837,US-2020-115987,08-09-2020,13-09-2020,Second Class,LH-17020,Consumer,75701,OFF-BI-10001071,51.18,4,0.8,-79.34,12.8
838,US-2023-156083,04-11-2023,11-11-2023,Standard Class,JL-15175,Home Office,38401,OFF-PA-10001560,9.66,2,0.2,3.26,4.83
839,US-2022-137547,07-03-2022,12-03-2022,Standard Class,EB-13705,Corporate,76106,TEC-PH-10002365,21.07,3,0.2,1.58,7.02
840,CA-2021-100454,20-11-2021,25-11-2021,Standard Class,BM-11650,Corporate,10035,OFF-AR-10004648,60.45,3,0,16.32,20.15
841,CA-2021-100454,20-11-2021,25-11-2021,Standard Class,BM-11650,Corporate,10035,OFF-AR-10002578,11.52,4,0,3.34,2.88
842,CA-2021-100454,20-11-2021,25-11-2021,Standard Class,BM-11650,Corporate,10035,FUR-BO-10001519,186.05,4,0.2,9.3,46.51
843,CA-2022-161669,07-11-2022,09-11-2022,First Class,EM-14095,Corporate,90036,OFF-BI-10001294,37.44,4,0.2,11.7,9.36
844,CA-2022-161669,07-11-2022,09-11-2022,First Class,EM-14095,Corporate,90036,OFF-BI-10001636,26.98,4,0.2,8.77,6.74
845,CA-2022-161669,07-11-2022,09-11-2022,First Class,EM-14095,Corporate,90036,OFF-SU-10002503,11.36,2,0,3.29,5.68
846,CA-2022-161669,07-11-2022,09-11-2022,First Class,EM-14095,Corporate,90036,OFF-LA-10004093,14.62,2,0,6.87,7.31
847,CA-2021-114300,13-10-2021,17-10-2021,Standard Class,AF-10885,Consumer,40214,TEC-PH-10001552,83.72,7,0,23.44,11.96
848,CA-2021-114300,13-10-2021,17-10-2021,Standard Class,AF-10885,Consumer,40214,FUR-CH-10001891,287.94,3,0,77.74,95.98
